"concurrent_requests";"benchmark_title";"client_home_elapsed_seconds";"client_home_error_msg";"client_home_http_code";"client_home_result";"client_home_started_time";"client_home_stopped_time";"server_buy_cpu_usage";"server_buy_memory_usage";"server_buy_elapsed_seconds";"server_buy_error_msg";"server_buy_result";"server_buy_started_time";"server_buy_stopped_time";"client_buy_elapsed_seconds";"client_buy_error_msg";"client_buy_http_code";"client_buy_result";"client_buy_started_time";"client_buy_stopped_time"
1000;"";9.239;"";200;True;"2015-01-03T00:33:34.380160";"2015-01-03T00:33:43.619305";33.1;3104;0.296;"";True;"2015-01-03T00:33:47.451422";"2015-01-03T00:33:47.747792";10.068;"";200;True;"2015-01-03T00:33:43.619442";"2015-01-03T00:33:53.687768"
1000;"";10.358;"";200;True;"2015-01-03T00:33:34.613868";"2015-01-03T00:33:44.971931";33.1;3104;0.303;"";True;"2015-01-03T00:33:47.520851";"2015-01-03T00:33:47.823433";8.727;"";200;True;"2015-01-03T00:33:44.972052";"2015-01-03T00:33:53.699296"
1000;"";11.971;"";200;True;"2015-01-03T00:33:34.096912";"2015-01-03T00:33:46.068114";33.1;3104;0.363;"";True;"2015-01-03T00:33:47.612892";"2015-01-03T00:33:47.975767";7.631;"";200;True;"2015-01-03T00:33:46.068242";"2015-01-03T00:33:53.699717"
1000;"";12.179;"";200;True;"2015-01-03T00:33:34.106111";"2015-01-03T00:33:46.285350";32.9;3104;0.341;"";True;"2015-01-03T00:33:47.629777";"2015-01-03T00:33:47.970721";7.418;"";200;True;"2015-01-03T00:33:46.285617";"2015-01-03T00:33:53.703392"
1000;"";6.161;"";200;True;"2015-01-03T00:33:33.996895";"2015-01-03T00:33:40.157956";33.0;3104;0.401;"";True;"2015-01-03T00:33:47.688235";"2015-01-03T00:33:48.089354";13.568;"";200;True;"2015-01-03T00:33:40.158196";"2015-01-03T00:33:53.725862"
1000;"";10.361;"";200;True;"2015-01-03T00:33:33.994239";"2015-01-03T00:33:44.354735";"";"";"";"No JSON object could be decoded";"";"";"";9.404;"No JSON object could be decoded";-100;False;"2015-01-03T00:33:44.354878";"2015-01-03T00:33:53.759317"
1000;"";12.177;"";200;True;"2015-01-03T00:33:34.955624";"2015-01-03T00:33:47.132510";33.2;3104;0.334;"";True;"2015-01-03T00:33:47.510500";"2015-01-03T00:33:47.844671";6.629;"";200;True;"2015-01-03T00:33:47.132642";"2015-01-03T00:33:53.762042"
1000;"";11.912;"";200;True;"2015-01-03T00:33:35.315095";"2015-01-03T00:33:47.227328";33.2;3104;0.373;"";True;"2015-01-03T00:33:47.605089";"2015-01-03T00:33:47.978504";6.56;"";200;True;"2015-01-03T00:33:47.227462";"2015-01-03T00:33:53.787347"
1000;"";9.719;"";200;True;"2015-01-03T00:33:34.838209";"2015-01-03T00:33:44.557694";32.9;3104;0.343;"";True;"2015-01-03T00:33:47.392644";"2015-01-03T00:33:47.735564";9.25;"";200;True;"2015-01-03T00:33:44.557820";"2015-01-03T00:33:53.807916"
1000;"";10.569;"";200;True;"2015-01-03T00:33:34.375131";"2015-01-03T00:33:44.944118";33.0;3104;0.342;"";True;"2015-01-03T00:33:47.793758";"2015-01-03T00:33:48.136244";8.869;"";200;True;"2015-01-03T00:33:44.944437";"2015-01-03T00:33:53.813928"
